source,target,weight
ASV109,ASV67,0.8703555131564575
ASV109,ASV695,0.7808563534116253
ASV109,ASV72,0.7332628719386222
ASV109,ASV73,-0.8253284025400757
ASV109,ASV88,0.6173146036034388
ASV109,ASV91,0.8761731623656422
ASV109,ASV92,0.8838916170840619
ASV109,ASV938,0.7401698463026047
ASV109,ASV94,0.924285250182969
ASV109,ASV96,-0.8127949993076811
ASV109,ASV97,0.7786618120858252
ASV110,ASV113,0.7002990440350964
ASV110,ASV115,0.7338528445556542
ASV110,ASV116,0.6329250634321982
ASV110,ASV14,0.8885433114484479
ASV110,ASV19,0.8731473327357999
ASV110,ASV20,0.6506627507264815
ASV110,ASV21,0.7876158617086175
ASV110,ASV22,0.775461076645725
ASV110,ASV239,-0.615638044586755
ASV110,ASV24,-0.6990918559709157
ASV110,ASV25,-0.6035777550307712
ASV110,ASV28,0.7630858722022824
ASV110,ASV2913,0.8264415512323444
ASV110,ASV36,-0.8718140585225802
ASV110,ASV37,0.7892635524842431
ASV110,ASV388,0.6159333110400111
ASV110,ASV39,-0.72427220777938
ASV110,ASV390,0.840338307698725
ASV110,ASV42,0.8415995306848514
ASV110,ASV43,0.6279609515550754
ASV110,ASV442,0.8264415512323444
ASV110,ASV45,0.8783900153064044
ASV110,ASV49,0.7836395649148774
ASV110,ASV52,0.8509649140241725
ASV110,ASV53,0.9076919931216596
ASV110,ASV54,0.7249511445876275
ASV110,ASV57,0.6630023437876874
ASV110,ASV59,0.8810292068165728
ASV110,ASV62,0.8031541793082806
ASV110,ASV67,0.8795197622212199
ASV110,ASV68,0.6194705310872485
ASV110,ASV695,0.7554120072781576
ASV110,ASV72,0.7090982668851679
ASV110,ASV73,-0.8993480560197927
ASV110,ASV91,0.7920152346554916
ASV110,ASV92,0.816736052577697
ASV110,ASV94,0.8802314674839946
ASV110,ASV96,-0.8987714773635571
ASV110,ASV97,0.6514753081020158
ASV1117,ASV50,0.6153468370615744
ASV1117,ASV74,-0.7300334615698792
ASV113,ASV115,0.8335228307593309
ASV113,ASV116,0.9595187199258622
ASV113,ASV14,0.9183306680751052
ASV113,ASV170,0.7366571980164587
ASV113,ASV19,0.9583940030265561
ASV113,ASV20,0.7884549451614583
ASV113,ASV21,0.9411789165811644
ASV113,ASV22,0.9484668702009351
ASV113,ASV239,-0.8942538112023946
ASV113,ASV28,0.9795357259370594
ASV113,ASV29,0.8433326163350701
ASV113,ASV2913,0.9719822659853931
ASV113,ASV36,-0.6231182987834442
ASV113,ASV37,0.7401451203234903
ASV113,ASV388,0.8288957821239029
ASV113,ASV390,0.8322573105683724
ASV113,ASV42,0.9521140687797293
ASV113,ASV43,0.8472577873017616
ASV113,ASV442,0.9719822659853931
ASV113,ASV45,0.9470748550932325
ASV113,ASV49,0.7795055844906966
ASV113,ASV50,-0.8356650721084713
ASV113,ASV52,0.9024423655749415
ASV113,ASV53,0.8551914692014108
ASV113,ASV54,0.9261120136081199
ASV113,ASV57,0.7299846931027612
ASV113,ASV59,0.9497915360358637
ASV113,ASV62,0.9391673225987406
ASV113,ASV67,0.9281272458869584
ASV113,ASV68,0.815342491492567
ASV113,ASV72,0.9646444150013028
ASV113,ASV73,-0.6820391964104484
ASV113,ASV88,0.9061680886101813
ASV113,ASV91,0.9828419259521027
ASV113,ASV92,0.9807848054683026
ASV113,ASV938,0.9502276574489474
ASV113,ASV94,0.9521468376896488
ASV113,ASV96,-0.6732182284013648
ASV113,ASV97,0.9182694619232943
ASV115,ASV116,0.8445824490763151
ASV115,ASV139,0.6504548291239131
ASV115,ASV14,0.7802368976050716
ASV115,ASV170,0.8591677279448273
ASV115,ASV19,0.8446727489666177
ASV115,ASV20,0.8628179365109051
ASV115,ASV21,0.8170769250659644
ASV115,ASV22,0.8637830914982224
ASV115,ASV28,0.8358676811547514
ASV115,ASV29,0.610953380819427
ASV115,ASV2913,0.8848870253272663
ASV115,ASV36,-0.8541585299304917
ASV115,ASV388,0.9455039498365192
ASV115,ASV390,0.7310761899041051
ASV115,ASV42,0.8305658688460748
ASV115,ASV43,0.9642415602518034
ASV115,ASV442,0.8848870253272663
ASV115,ASV45,0.8179126888325225
ASV115,ASV49,0.936683723015829
ASV115,ASV52,0.6682684002338841
ASV115,ASV53,0.6637009827854449
ASV115,ASV54,0.969276912939685
ASV115,ASV57,0.916278820147337
ASV115,ASV59,0.826058362538201
ASV115,ASV62,0.8629721140434349
ASV115,ASV67,0.7924563014905198
ASV115,ASV68,0.978302609985083
ASV115,ASV72,0.9367496788549468
ASV115,ASV73,-0.8679054449175294
ASV115,ASV88,0.6651551219548704
ASV115,ASV91,0.8458993712959361
ASV115,ASV92,0.8605251918242373
ASV115,ASV938,0.863163871140713
ASV115,ASV94,0.8338510115436147
ASV115,ASV96,-0.8569118490334243
ASV115,ASV97,0.91262153163397
ASV116,ASV14,0.8844567534789148
ASV116,ASV170,0.8715977723576741
ASV116,ASV19,0.9033968661556058
ASV116,ASV20,0.8850047320947181
ASV116,ASV21,0.9644836657514027
ASV116,ASV22,0.9580735624734277
ASV116,ASV239,-0.7881591211849233
ASV116,ASV28,0.9682528789561171
ASV116,ASV29,0.9285638871150227
ASV116,ASV2913,0.9521387772112783
ASV116,ASV36,-0.6110645817649855
ASV116,ASV37,0.6267368910419733
ASV116,ASV388,0.9135488936213726
ASV116,ASV390,0.6659678814363337
ASV116,ASV42,0.9398324944273677
ASV116,ASV43,0.9054354359152118
ASV116,ASV442,0.9521387772112783
ASV116,ASV45,0.8937692694984937
ASV116,ASV49,0.8523168339955962
ASV116,ASV50,-0.6613561744252103
ASV116,ASV52,0.8113790053383443
ASV116,ASV53,0.7648720647963019
ASV116,ASV54,0.9268294384832986
ASV116,ASV57,0.8424212296893944
ASV116,ASV59,0.8987787843584214
ASV116,ASV62,0.9000578532893501
ASV116,ASV67,0.8970871381862047
ASV116,ASV68,0.8744086494399795
ASV116,ASV72,0.9390244866372264
ASV116,ASV73,-0.6738415770356282
ASV116,ASV88,0.8600819747164299
ASV116,ASV90,-0.612285678875978
ASV116,ASV91,0.9055931137569689
ASV116,ASV92,0.9435358634282435
ASV116,ASV938,0.9558788301876352
ASV116,ASV94,0.8825972414719601
ASV116,ASV96,-0.6823136766761154
ASV116,ASV97,0.9126079214186078
ASV139,ASV170,0.6582002574941815
ASV139,ASV193,0.8114778010413504
ASV139,ASV24,0.6137620838218141
ASV139,ASV388,0.674579925519099
ASV139,ASV43,0.6417880971215941
ASV139,ASV46,0.8405067631535154
ASV139,ASV58,0.7827887036876572
ASV139,ASV68,0.7275777830638468
ASV14,ASV170,0.665772568129385
ASV14,ASV19,0.9837421711553603
ASV14,ASV20,0.7596546503684484
ASV14,ASV21,0.9657334084904965
ASV14,ASV22,0.9256346624308294
ASV14,ASV239,-0.8347423613683732
ASV14,ASV28,0.9646052053979954
ASV14,ASV29,0.804358195856585
ASV14,ASV2913,0.9710900852712411
ASV14,ASV36,-0.7609859244846152
ASV14,ASV37,0.8135983902927744
ASV14,ASV388,0.7528772559989385
ASV14,ASV39,-0.6058702591532114
ASV14,ASV390,0.8435081212461479
ASV14,ASV42,0.9792912000129581
ASV14,ASV43,0.7737422519248432
ASV14,ASV442,0.9710900852712411
ASV14,ASV45,0.9926350703231065
ASV14,ASV49,0.8140890320425326
ASV14,ASV50,-0.7329807105315274
ASV14,ASV52,0.9707233336060713
ASV14,ASV53,0.9707021941304913
ASV14,ASV54,0.8618905263080023
ASV14,ASV57,0.7288306994658398
ASV14,ASV59,0.9914774762670449
ASV14,ASV62,0.9480421534835467
ASV14,ASV67,0.9849685363490599
ASV14,ASV68,0.7239352463717336
ASV14,ASV695,0.7249201750584613
ASV14,ASV72,0.86183430726608
ASV14,ASV73,-0.8200521045793314
ASV14,ASV88,0.6984656155095254
ASV14,ASV91,0.9384692002293836
ASV14,ASV92,0.9728539005201859
ASV14,ASV938,0.8410541929302568
ASV14,ASV94,0.9789416667627467
ASV14,ASV96,-0.8251305451072847
ASV14,ASV97,0.8394192424202811
ASV14,ASV865,-0.6646591596002782
ASV170,ASV19,0.6914532473841296
ASV170,ASV193,0.6882057418342761
ASV170,ASV20,0.9705071022555478
ASV170,ASV21,0.8145811253965705
ASV170,ASV22,0.8523047570045537
ASV170,ASV28,0.7612317833370476
ASV170,ASV29,0.79578250774726
ASV170,ASV2913,0.7813430655686093
ASV170,ASV36,-0.6054482627845876
ASV170,ASV388,0.9764509476092348
ASV170,ASV42,0.7726035761498411
ASV170,ASV43,0.9062866339323548
ASV170,ASV442,0.7813430655686093
ASV170,ASV45,0.6652294699770835
ASV170,ASV46,0.7471615127857729
ASV170,ASV49,0.9283451222437159
ASV170,ASV54,0.837130860966457
ASV170,ASV57,0.9714546545278373
ASV170,ASV58,0.769811083712141
ASV170,ASV59,0.6819053407392026
ASV170,ASV62,0.6821118668780213
ASV170,ASV67,0.7120301050178975
ASV170,ASV68,0.936582655948562
ASV170,ASV72,0.8236524097413289
ASV170,ASV73,-0.6438510319694374
ASV170,ASV90,-0.8096225099510538
ASV170,ASV91,0.6689565493207715
ASV170,ASV92,0.7365343005500192
ASV170,ASV938,0.7820329373281203
ASV170,ASV94,0.6577460274039022
ASV170,ASV96,-0.6658154060318852
ASV170,ASV97,0.765068745726039
ASV172,ASV181,-0.6692920111395304
ASV172,ASV24,0.8075615932192401
ASV172,ASV25,0.6494102197810705
ASV172,ASV39,0.8125425539981063
ASV172,ASV46,0.7277098129339578
ASV172,ASV695,-0.611035051322461
ASV181,ASV239,0.6744077684012663
ASV181,ASV41,0.8612957527044061
ASV181,ASV50,0.6536065142270193
ASV181,ASV93,-0.6800357368996518
ASV19,ASV20,0.7813046357807432
ASV19,ASV21,0.9555756551595712
ASV19,ASV22,0.9480057604326069
ASV19,ASV239,-0.8589428414705548
ASV19,ASV28,0.9731984281545702
ASV19,ASV29,0.7770057285955561
ASV19,ASV2913,0.9892076080031653
ASV19,ASV36,-0.7659416788871477
ASV19,ASV37,0.8174703329571037
ASV19,ASV388,0.7955894113716243
ASV19,ASV390,0.8989620079293837
ASV19,ASV42,0.9824302570620392
ASV19,ASV43,0.8174838356177978
ASV19,ASV442,0.9892076080031653
ASV19,ASV45,0.9970742284501608
ASV19,ASV49,0.8298566417139933
ASV19,ASV50,-0.7959252257867444
ASV19,ASV52,0.9613009587036717
ASV19,ASV53,0.9512706814313565
ASV19,ASV54,0.9117816859460692
ASV19,ASV57,0.74677103655488
ASV19,ASV59,0.9987085649103123
ASV19,ASV62,0.9625277161166271
ASV19,ASV67,0.9821098960171588
ASV19,ASV68,0.7857444057402819
ASV19,ASV695,0.6070842160265797
ASV19,ASV72,0.92880928941752
ASV19,ASV73,-0.8185080963151705
ASV19,ASV88,0.7626958507469436
ASV19,ASV91,0.9824238571520297
ASV19,ASV92,0.9929437912707175
ASV19,ASV938,0.8801311546405465
ASV19,ASV94,0.9985763083382218
ASV19,ASV96,-0.8130052066391266
ASV19,ASV97,0.8827539596050435
ASV193,ASV25,0.6140273168282534
ASV193,ASV388,0.6087954613271371
ASV193,ASV41,0.6008519055155532
ASV193,ASV46,0.7158159907963637
ASV193,ASV57,0.6366496452712451
ASV193,ASV58,0.8711617954001785
ASV193,ASV66,0.7898120827099933
ASV193,ASV68,0.6180577394532607
ASV20,ASV21,0.8757113534398296
ASV20,ASV22,0.925271136053923
ASV20,ASV28,0.8087066421455998
ASV20,ASV29,0.8222401108516967
ASV20,ASV2913,0.8435760467037391
ASV20,ASV36,-0.6351779364798111
ASV20,ASV388,0.9590193219090789
ASV20,ASV42,0.8593143426884406
ASV20,ASV43,0.8662642759721884
ASV20,ASV442,0.8435760467037391
ASV20,ASV45,0.7546786447806462
ASV20,ASV46,0.7351824260810977
ASV20,ASV49,0.9554836465346048
ASV20,ASV52,0.6203507967559282
ASV20,ASV53,0.6125955631598485
ASV20,ASV54,0.8384876952495242
ASV20,ASV57,0.9615490963133722
ASV20,ASV58,0.6121329755921283
ASV20,ASV59,0.774795061285508
ASV20,ASV62,0.7167399463432076
ASV20,ASV67,0.821786882951941
ASV20,ASV68,0.9113492407902376
ASV20,ASV72,0.8606365123361028
ASV20,ASV73,-0.6822194225082451
ASV20,ASV90,-0.8349439705172318
ASV20,ASV91,0.7468533771747935
ASV20,ASV92,0.8029343663745054
ASV20,ASV938,0.7605307965661432
ASV20,ASV94,0.7546476367866369
ASV20,ASV96,-0.7032351884619209
ASV20,ASV97,0.7418989717807006
ASV21,ASV22,0.9750138659108026
ASV21,ASV239,-0.8149924426430561
ASV21,ASV28,0.9802539996112499
ASV21,ASV29,0.9145125519018195
ASV21,ASV2913,0.9775899380625436
ASV21,ASV36,-0.6925478898640188
ASV21,ASV37,0.7507678440067812
ASV21,ASV388,0.8617449219954112
ASV21,ASV390,0.7308771947468512
ASV21,ASV42,0.9891644804558528
ASV21,ASV43,0.8472748116410054
ASV21,ASV442,0.9775899380625436
ASV21,ASV45,0.9560077590619017
ASV21,ASV49,0.875387925599395
ASV21,ASV50,-0.6691724691973636
ASV21,ASV52,0.9005939455531943
ASV21,ASV53,0.8830214511746359
ASV21,ASV54,0.8937812338926406
ASV21,ASV57,0.8298947612319603
ASV21,ASV59,0.9602918934054183
ASV21,ASV62,0.9203856930086194
ASV21,ASV67,0.972023482902607
ASV21,ASV68,0.8129953464137831
ASV21,ASV72,0.902622240219865
ASV21,ASV73,-0.7587788225465052
ASV21,ASV88,0.751031694059192
ASV21,ASV90,-0.6483792142367357
ASV21,ASV91,0.9188895022329303
ASV21,ASV92,0.9682400504448687
ASV21,ASV938,0.8908383427323553
ASV21,ASV94,0.9392579507205071
ASV21,ASV96,-0.7729129366501837
ASV21,ASV97,0.862713663200875
ASV21,ASV865,-0.6889026138702389
ASV22,ASV239,-0.8232205002046884
ASV22,ASV28,0.9531838006926764
ASV22,ASV29,0.8798671040832863
ASV22,ASV2913,0.970960916230664
ASV22,ASV36,-0.6684310911044675
ASV22,ASV37,0.7852212487030997
ASV22,ASV388,0.9006085847001525
ASV22,ASV390,0.7553934401036311
ASV22,ASV42,0.982763059298199
ASV22,ASV43,0.8561419623499245
ASV22,ASV442,0.970960916230664
ASV22,ASV45,0.9319043773752891
ASV22,ASV49,0.9013159551697258
ASV22,ASV50,-0.7020023277291412
ASV22,ASV52,0.8615054224127644
ASV22,ASV53,0.8408245940460427
ASV22,ASV54,0.9056705002362119
ASV22,ASV57,0.8573984858892413
ASV22,ASV59,0.9438960191300014
ASV22,ASV62,0.8804534630314007
ASV22,ASV67,0.9645284066558719
ASV22,ASV68,0.8623255900092907
ASV22,ASV72,0.949772577361936
ASV22,ASV73,-0.7291827489136554
ASV22,ASV88,0.751881528317045
ASV22,ASV90,-0.6568721140210751
ASV22,ASV91,0.931805116295606
ASV22,ASV92,0.9579294832309642
ASV22,ASV938,0.8721607597789794
ASV22,ASV94,0.9345232841394703
ASV22,ASV96,-0.73637760740708
ASV22,ASV97,0.8447540355192295
ASV22,ASV865,-0.6411384595298966
ASV239,ASV28,-0.8475174888340415
ASV239,ASV29,-0.7703449813241889
ASV239,ASV2913,-0.8267172198364884
ASV239,ASV37,-0.8856667493305539
ASV239,ASV390,-0.806362523062039
ASV239,ASV42,-0.8521635049199329
ASV239,ASV442,-0.8267172198364884
ASV239,ASV45,-0.8542361015273726
ASV239,ASV50,0.9487387590627617
ASV239,ASV52,-0.9103481989769938
ASV239,ASV53,-0.858269274565895
ASV239,ASV54,-0.66701450807493
ASV239,ASV59,-0.8579158235539817
ASV239,ASV62,-0.7648065696145411
ASV239,ASV67,-0.8634373904833729
ASV239,ASV72,-0.7821266485527812
ASV239,ASV88,-0.8137996026027369
ASV239,ASV91,-0.890505308722204
ASV239,ASV92,-0.8576851224506252
ASV239,ASV938,-0.7357722842032061
ASV239,ASV94,-0.8653296889438933
ASV239,ASV97,-0.6623522033380066
ASV239,ASV865,0.6622977340595969
ASV24,ASV25,0.913264819309848
ASV24,ASV39,0.9867071271790977
ASV24,ASV46,0.6360361547720286
ASV24,ASV53,-0.6421463308227686
ASV24,ASV66,0.8512847761812494
ASV24,ASV695,-0.9031470903770582
ASV24,ASV73,0.607070733680963
ASV24,ASV96,0.6120137819154052
ASV25,ASV39,0.8838051385223249
ASV25,ASV390,-0.6140107724267331
ASV25,ASV46,0.6582533706051218
ASV25,ASV52,-0.6005858786878863
ASV25,ASV53,-0.6439798859564542
ASV25,ASV66,0.9527271810436337
ASV25,ASV695,-0.7632900490489423
ASV25,ASV74,-0.7191596347882855
ASV28,ASV29,0.8729673490127156
ASV28,ASV2913,0.9896090582375008
ASV28,ASV36,-0.7019408679948285
ASV28,ASV37,0.7215139378423135
ASV28,ASV388,0.8417978456231854
ASV28,ASV390,0.801068385775571
ASV28,ASV42,0.9762409558915767
ASV28,ASV43,0.8677406279271872
ASV28,ASV442,0.9896090582375008
ASV28,ASV45,0.9734322267202846
ASV28,ASV49,0.8274167903251844
ASV28,ASV50,-0.751440923385759
ASV28,ASV52,0.9238470846287854
ASV28,ASV53,0.893007675397737
ASV28,ASV54,0.931253565390633
ASV28,ASV57,0.7773498866550501
ASV28,ASV59,0.9728361878917556
ASV28,ASV62,0.9688611227491576
ASV28,ASV67,0.9549143197590793
ASV28,ASV68,0.8165119605263795
ASV28,ASV72,0.9340208411014533
ASV28,ASV73,-0.7624531041345571
ASV28,ASV88,0.844175244497098
ASV28,ASV91,0.963415687655266
ASV28,ASV92,0.9917751478674971
ASV28,ASV938,0.9481779503979982
ASV28,ASV94,0.9622534107157216
ASV28,ASV96,-0.7640817241773716
ASV28,ASV97,0.9266655508795184
ASV29,ASV2913,0.8295332681320515
ASV29,ASV37,0.6225934285759329
ASV29,ASV388,0.7748895554236779
ASV29,ASV42,0.8645134222058231
ASV29,ASV43,0.7171427800924635
ASV29,ASV442,0.8295332681320515
ASV29,ASV45,0.7789434248289997
ASV29,ASV49,0.7188974750283538
ASV29,ASV52,0.7395394115559439
ASV29,ASV53,0.6890986186455581
ASV29,ASV54,0.726201130622954
ASV29,ASV57,0.7222908430995789
ASV29,ASV59,0.7856756624135027
ASV29,ASV62,0.7367745218488351
ASV29,ASV67,0.828642314332827
ASV29,ASV68,0.6801872213042044
ASV29,ASV72,0.7641157868292627
ASV29,ASV88,0.748709998314605
ASV29,ASV90,-0.7350173139779653
ASV29,ASV91,0.754031488598489
ASV29,ASV92,0.8199652138017176
ASV29,ASV938,0.8082961222353285
ASV29,ASV94,0.7484305660573841
ASV29,ASV97,0.7145400874535689
ASV29,ASV865,-0.7616309809634039
ASV2913,ASV36,-0.7641536951460501
ASV2913,ASV37,0.7541009776694148
ASV2913,ASV388,0.8680102075134802
ASV2913,ASV390,0.8401221580286853
ASV2913,ASV42,0.9876665691447152
ASV2913,ASV43,0.8829087592755117
ASV2913,ASV442,1.0
ASV2913,ASV45,0.9835035089816471
ASV2913,ASV49,0.8770285888094848
ASV2913,ASV50,-0.7430466779928657
ASV2913,ASV52,0.9219604698597723
ASV2913,ASV53,0.9041407604584839
ASV2913,ASV54,0.9490012476994927
ASV2913,ASV57,0.8179111459611257
ASV2913,ASV59,0.9863264016673955
ASV2913,ASV62,0.9675340528034391
ASV2913,ASV67,0.9721881315954791
ASV2913,ASV68,0.852388997904835
ASV2913,ASV72,0.955701258159053
ASV2913,ASV73,-0.8175126588147168
ASV2913,ASV88,0.7946525496465234
ASV2913,ASV91,0.9740344063086435
ASV2913,ASV92,0.9968192265175105
ASV2913,ASV938,0.9251220189412648
ASV2913,ASV94,0.980830225436512
ASV2913,ASV96,-0.8165446425652092
ASV2913,ASV97,0.9209887739337034
ASV36,ASV388,-0.7151582702391347
ASV36,ASV39,0.6494499801034093
ASV36,ASV390,-0.7144437671681433
ASV36,ASV41,-0.7248427241154554
ASV36,ASV42,-0.714681434144945
ASV36,ASV43,-0.791323964320746
ASV36,ASV442,-0.7641536951460498
ASV36,ASV45,-0.7685375061703487
ASV36,ASV49,-0.8329293054902593
ASV36,ASV52,-0.6541560149419922
ASV36,ASV53,-0.7077118399116478
ASV36,ASV54,-0.8124935714296238
ASV36,ASV57,-0.7673546696099075
ASV36,ASV59,-0.7642597445995197
ASV36,ASV62,-0.812667796370892
ASV36,ASV67,-0.7132698964339541
ASV36,ASV68,-0.7625576481009124
ASV36,ASV72,-0.7022865475947887
ASV36,ASV73,0.9948754241754147
ASV36,ASV91,-0.698714998074898
ASV36,ASV92,-0.7409816485713614
ASV36,ASV938,-0.6583616721743438
ASV36,ASV94,-0.7639691903658874
ASV36,ASV96,0.9884948028376451
ASV36,ASV97,-0.7702047852630894
ASV37,ASV390,0.8002636988003845
ASV37,ASV42,0.8210827981439325
ASV37,ASV442,0.754100977669415
ASV37,ASV45,0.810452200043685
ASV37,ASV50,-0.8169576053402132
ASV37,ASV52,0.8724149401954031
ASV37,ASV53,0.8781592145787637
ASV37,ASV59,0.8231836211945712
ASV37,ASV62,0.6423376708062519
ASV37,ASV67,0.8697092188449896
ASV37,ASV695,0.6213657846663767
ASV37,ASV72,0.6713101525219252
ASV37,ASV91,0.7916929385846235
ASV37,ASV92,0.767927442445826
ASV37,ASV94,0.829979883410183
ASV37,ASV865,-0.7662534533734406
ASV388,ASV42,0.8395376394900325
ASV388,ASV43,0.9679761278333783
ASV388,ASV442,0.8680102075134795
ASV388,ASV45,0.7692558009251692
ASV388,ASV46,0.6958948385000824
ASV388,ASV49,0.9567036803122541
ASV388,ASV52,0.6104173012794177
ASV388,ASV54,0.9320987792446027
ASV388,ASV57,0.9747549721600272
ASV388,ASV58,0.6880025724789863
ASV388,ASV59,0.7820968395127781
ASV388,ASV62,0.7996460353983602
ASV388,ASV67,0.7848416841941238
ASV388,ASV68,0.9864582154510498
ASV388,ASV72,0.9142274565799682
ASV388,ASV73,-0.7484580679446637
ASV388,ASV88,0.6798596673212987
ASV388,ASV90,-0.6908344885230585
ASV388,ASV91,0.7871941098177557
ASV388,ASV92,0.8333483254862794
ASV388,ASV938,0.868524512533431
ASV388,ASV94,0.7701875263774514
ASV388,ASV96,-0.7569904910802929
ASV388,ASV97,0.8712068635183071
ASV39,ASV52,-0.602426073607644
ASV39,ASV53,-0.6791658304587667
ASV39,ASV66,0.7864378657796623
ASV39,ASV695,-0.9331165134123203
ASV39,ASV73,0.6655389943491589
ASV39,ASV96,0.6782721678053504
ASV390,ASV42,0.8109766096292571
ASV390,ASV43,0.6227309646020668
ASV390,ASV442,0.8401221580286858
ASV390,ASV45,0.8900823483801492
ASV390,ASV49,0.6097151827507071
ASV390,ASV50,-0.8760854737583389
ASV390,ASV52,0.8957491132313471
ASV390,ASV53,0.8941540130393268
ASV390,ASV54,0.7771780645872033
ASV390,ASV59,0.8884805044543279
ASV390,ASV62,0.8555260470385715
ASV390,ASV66,-0.6298199402750205
ASV390,ASV67,0.8362656865308721
ASV390,ASV68,0.6034075336700524
ASV390,ASV72,0.8157405986900499
ASV390,ASV73,-0.7409934618022057
ASV390,ASV74,0.6113571825308347
ASV390,ASV88,0.6678935819512023
ASV390,ASV91,0.9178922517954015
ASV390,ASV92,0.8645025764083986
ASV390,ASV938,0.7152855652813407
ASV390,ASV94,0.9203614505962627
ASV390,ASV96,-0.7068587335899202
ASV390,ASV97,0.7551100638314683
ASV41,ASV73,-0.6636022941982563
ASV41,ASV96,-0.6511013062037934
ASV41,ASV93,-0.8716719127136836
ASV42,ASV43,0.8240102873536023
ASV42,ASV442,0.9876665691447148
ASV42,ASV45,0.9784031448551109
ASV42,ASV49,0.8691557543111208
ASV42,ASV50,-0.7362617976326006
ASV42,ASV52,0.9336004474417737
ASV42,ASV53,0.9216791176278463
ASV42,ASV54,0.8950688223408302
ASV42,ASV57,0.80362625230469
ASV42,ASV59,0.9843486280952971
ASV42,ASV62,0.9261662742386585
ASV42,ASV67,0.993783839054543
ASV42,ASV68,0.8030647642831811
ASV42,ASV72,0.9218019312164096
ASV42,ASV73,-0.777111567990448
ASV42,ASV88,0.7415512329543759
ASV42,ASV91,0.9520910032259493
ASV42,ASV92,0.9822632172072945
ASV42,ASV938,0.8701300920121269
ASV42,ASV94,0.9730145446327194
ASV42,ASV96,-0.7837459037849006
ASV42,ASV97,0.8519152338305924
ASV42,ASV865,-0.6754210568337181
ASV43,ASV442,0.8829087592755108
ASV43,ASV45,0.8002322092542988
ASV43,ASV49,0.9174567789283984
ASV43,ASV52,0.6454674455997662
ASV43,ASV53,0.621776442780424
ASV43,ASV54,0.9750997845064282
ASV43,ASV57,0.9279395359859998
ASV43,ASV58,0.6358117340245976
ASV43,ASV59,0.8034484192387535
ASV43,ASV62,0.8775090174171727
ASV43,ASV67,0.7667883997710412
ASV43,ASV68,0.980298754415586
ASV43,ASV72,0.9177595863753725
ASV43,ASV73,-0.8156021373200175
ASV43,ASV88,0.7397380199174035
ASV43,ASV91,0.8182308681323361
ASV43,ASV92,0.85874412946554
ASV43,ASV938,0.9290918961513639
ASV43,ASV94,0.7964641140828904
