source,target,weight
ASV1619,ASV5,0.773829775
ASV1619,ASV64,0.8111308
ASV1619,ASV203,0.826843161
ASV1619,ASV63,0.766318465
ASV1619,ASV2,0.770943621
ASV1619,ASV6,0.761826097
ASV1619,ASV32,0.739738624
ASV1619,ASV408,-0.688584333
ASV1619,ASV395,0.688630473
ASV1619,ASV38,0.668269651
ASV1619,ASV86,0.668269296
ASV1619,ASV411,0.648886713
ASV1619,ASV401,-0.672281889
ASV1619,ASV400,-0.718064213
ASV1619,ASV260,-0.743135176
ASV1619,ASV486,-0.791730615
ASV1619,ASV268,-0.801290803
ASV1619,ASV382,-0.903140896
ASV1619,ASV865,-0.894749154
ASV279,ASV378,0.61804285
ASV279,ASV381,0.637525139
ASV279,ASV411,-0.610100124
ASV279,ASV401,0.661314876
ASV279,ASV734,-0.872017149
ASV378,ASV5219,-0.769735469
ASV378,ASV381,0.998315062
ASV378,ASV379,-0.850811844
ASV378,ASV51,-0.904736599
ASV378,ASV77,-0.744670644
ASV378,ASV47,-0.902750672
ASV378,ASV5,-0.825369129
ASV378,ASV64,-0.724412733
ASV378,ASV63,-0.949267314
ASV378,ASV6,-0.920040983
ASV378,ASV408,0.987550905
ASV378,ASV395,-0.961953661
ASV378,ASV38,-0.946335617
ASV378,ASV86,-0.893751906
ASV378,ASV411,-0.949263335
ASV378,ASV401,0.970852224
ASV378,ASV7,0.685697928
ASV378,ASV4,-0.897657862
ASV378,ASV400,0.979357013
ASV17,ASV2875,-0.77393755
ASV17,ASV5219,-0.77166525
ASV17,ASV279,0.636246919
ASV17,ASV378,0.994223251
ASV17,ASV377,0.665143536
ASV17,ASV381,0.998331637
ASV17,ASV27,-0.659484938
ASV17,ASV379,-0.854448589
ASV17,ASV51,-0.875480924
ASV17,ASV77,-0.757608544
ASV17,ASV47,-0.894426965
ASV17,ASV5,-0.805506283
ASV17,ASV64,-0.738441157
ASV17,ASV203,-0.929680347
ASV17,ASV63,-0.946486139
ASV17,ASV2,-0.869318291
ASV17,ASV6,-0.920165558
ASV17,ASV32,-0.950904738
ASV17,ASV408,0.990033073
ASV17,ASV395,-0.957453389
ASV17,ASV38,-0.957960119
ASV17,ASV86,-0.891663247
ASV17,ASV411,-0.947125345
ASV17,ASV401,0.97366609
ASV17,ASV7,0.680482454
ASV17,ASV18,-0.957313373
ASV17,ASV4,-0.896190394
ASV17,ASV400,0.982953258
ASV377,ASV44,-0.617313599
ASV377,ASV5219,-0.965938128
ASV377,ASV378,0.667404295
ASV377,ASV381,0.667522586
ASV377,ASV379,-0.707018912
ASV377,ASV47,-0.655808784
ASV377,ASV408,0.653971556
ASV377,ASV93,0.602162336
ASV377,ASV401,0.64593292
ASV377,ASV7,0.974192741
ASV377,ASV400,0.646242427
ASV377,ASV384,0.968825802
ASV377,ASV734,-0.627879598
ASV381,ASV5219,-0.773740423
ASV381,ASV51,-0.895174777
ASV381,ASV77,-0.752931858
ASV381,ASV47,-0.906580707
ASV381,ASV5,-0.82502019
ASV381,ASV64,-0.731336231
ASV381,ASV63,-0.950168149
ASV381,ASV6,-0.923567019
ASV381,ASV408,0.991053977
ASV381,ASV395,-0.96329158
ASV381,ASV86,-0.898486372
ASV381,ASV411,-0.953456075
ASV381,ASV401,0.978006069
ASV381,ASV7,0.686304984
ASV381,ASV4,-0.899485569
ASV381,ASV400,0.984166178
ASV1590,ASV378,0.697392912
ASV1590,ASV17,0.655934622
ASV1590,ASV381,0.664909128
ASV1590,ASV34,0.619685058
ASV1590,ASV1591,0.600027017
ASV1590,ASV32,-0.612412261
ASV1590,ASV408,0.604093898
ASV1590,ASV93,0.613674512
ASV1590,ASV18,-0.658652683
ASV1590,ASV16,-0.6751928
ASV1590,ASV4146,-0.760773692
ASV1590,ASV4147,-0.759706541
ASV23,ASV380,0.721939474
ASV23,ASV44,0.631940054
ASV23,ASV27,0.828858288
ASV23,ASV379,0.862840909
ASV23,ASV51,0.758251481
ASV23,ASV77,0.877063966
ASV23,ASV47,0.793171117
ASV23,ASV5,0.814529589
ASV23,ASV64,0.849874984
ASV23,ASV63,0.784445167
ASV23,ASV6,0.792396229
ASV23,ASV32,0.756012271
ASV23,ASV408,-0.689476034
ASV23,ASV395,0.715415064
ASV23,ASV38,0.688482396
ASV23,ASV86,0.715068211
ASV23,ASV411,0.680746244
ASV23,ASV401,-0.67812061
ASV23,ASV4,0.603339801
ASV23,ASV400,-0.720112808
ASV23,ASV260,-0.794581295
ASV23,ASV486,-0.838942419
ASV23,ASV268,-0.847737017
ASV23,ASV382,-0.905501807
ASV23,ASV865,-0.897025666
ASV56,ASV69,-0.843405695
ASV27,ASV44,0.761129025
ASV27,ASV378,-0.697433337
ASV27,ASV381,-0.687336892
ASV27,ASV379,0.860553026
ASV27,ASV51,0.933733171
ASV27,ASV77,0.783263166
ASV27,ASV47,0.895648109
ASV27,ASV5,0.962877175
ASV27,ASV64,0.736768221
ASV27,ASV63,0.83071879
ASV27,ASV6,0.835735389
ASV27,ASV32,0.820785411
ASV27,ASV408,-0.749709741
ASV27,ASV395,0.812726079
ASV27,ASV38,0.709649032
ASV27,ASV86,0.817379688
ASV27,ASV411,0.797114813
ASV27,ASV401,-0.773715971
ASV27,ASV4,0.711637088
ASV27,ASV400,-0.771672323
ASV27,ASV486,-0.962391878
ASV27,ASV382,-0.603835616
ASV34,ASV380,0.722967171
ASV34,ASV385,-0.7036177
ASV34,ASV4146,-0.903795905
ASV34,ASV4147,-0.903836069
ASV34,ASV865,-0.674363041
ASV379,ASV44,0.703735778
ASV379,ASV5219,0.863782167
ASV379,ASV381,-0.859493322
ASV379,ASV51,0.910958091
ASV379,ASV77,0.792605257
ASV379,ASV47,0.976645375
ASV379,ASV5,0.919895295
ASV379,ASV64,0.747025398
ASV379,ASV63,0.91561953
ASV379,ASV6,0.888415883
ASV379,ASV408,-0.909881717
ASV379,ASV395,0.883230494
ASV379,ASV38,0.832692829
ASV379,ASV86,0.827360507
ASV379,ASV411,0.8615088
ASV379,ASV401,-0.919977547
ASV379,ASV7,-0.81630488
ASV379,ASV4,0.730988444
ASV379,ASV400,-0.926075604
ASV379,ASV384,-0.695000065
ASV379,ASV486,-0.783156193
ASV51,ASV5219,0.70699275
ASV51,ASV77,0.828870265
ASV51,ASV64,0.794747351
ASV51,ASV63,0.957561175
ASV51,ASV6,0.945353777
ASV51,ASV86,0.920794263
ASV51,ASV7,-0.65042142
ASV77,ASV86,0.905422386
ASV77,ASV865,-0.655368808
ASV1208,ASV1591,-0.78620745
ASV1208,ASV5,-0.60714633
ASV1208,ASV144,0.62279626
ASV1208,ASV734,-0.606990137
ASV47,ASV5219,0.810808882
ASV47,ASV51,0.961917286
ASV47,ASV77,0.796313458
ASV47,ASV5,0.967397789
ASV47,ASV64,0.747969662
ASV47,ASV63,0.943335524
ASV47,ASV6,0.92751286
ASV47,ASV86,0.900495366
ASV47,ASV7,-0.754040344
ASV47,ASV486,-0.788222634
ASV1,ASV5,0.999110566
ASV1,ASV51,0.976042532
ASV1,ASV27,0.967995856
ASV1,ASV47,0.966837343
ASV1,ASV6,0.929644925
ASV1,ASV203,0.926427704
ASV1,ASV11,0.925500633
ASV1,ASV63,0.92286128
ASV1,ASV86,0.922682873
ASV1,ASV395,0.92210943
ASV1,ASV379,0.920710153
ASV1,ASV411,0.917852128
ASV1,ASV32,0.908994607
ASV1,ASV15,0.873828557
ASV1,ASV2,0.870237016
ASV1,ASV111,0.847664994
ASV1,ASV38,0.847617311
ASV1,ASV77,0.842050079
ASV1,ASV4,0.838112828
ASV1,ASV23,0.818240774
ASV1,ASV10,0.808479787
ASV1,ASV16,0.807429915
ASV1,ASV64,0.795810666
ASV1,ASV1619,0.777485235
ASV1,ASV18,0.668427983
ASV1,ASV1459,0.663664663
ASV1,ASV2875,0.659124829
ASV1,ASV5219,0.656455536
ASV1,ASV44,0.654934142
ASV1,ASV7,-0.601844386
ASV1,ASV13,-0.721158993
ASV1,ASV17,-0.809212713
ASV1,ASV381,-0.829119531
ASV1,ASV378,-0.831291707
ASV1,ASV408,-0.874716724
ASV1,ASV268,-0.876308934
ASV1,ASV486,-0.880992148
ASV1,ASV260,-0.884934017
ASV1,ASV144,-0.887926805
ASV1,ASV400,-0.891974139
ASV1,ASV401,-0.902431772
ASV5,ASV5219,0.652048446
ASV5,ASV51,0.96824424
ASV5,ASV77,0.836068245
ASV5,ASV64,0.787347713
ASV5,ASV63,0.915828019
ASV5,ASV6,0.92547397
ASV5,ASV86,0.923860611
ASV64,ASV77,0.995516073
ASV64,ASV86,0.879880877
ASV64,ASV865,-0.629169606
ASV203,ASV2875,0.732450177
ASV203,ASV5219,0.729787532
ASV203,ASV378,-0.923139594
ASV203,ASV381,-0.930026701
ASV203,ASV23,0.837972826
ASV203,ASV27,0.833985912
ASV203,ASV379,0.945405945
ASV203,ASV51,0.940510614
ASV203,ASV77,0.918683372
ASV203,ASV47,0.954707451
ASV203,ASV5,0.922457783
ASV203,ASV64,0.893969246
ASV203,ASV63,0.991992011
ASV203,ASV6,0.9858415
ASV203,ASV32,0.98107639
ASV203,ASV408,-0.969815661
ASV203,ASV395,0.975021286
ASV203,ASV38,0.960877355
ASV203,ASV86,0.943357964
ASV203,ASV411,0.95649666
ASV203,ASV401,-0.957000619
ASV203,ASV7,-0.646325724
ASV203,ASV4,0.899671286
ASV203,ASV400,-0.979088289
ASV203,ASV260,-0.699038784
ASV203,ASV486,-0.699970643
ASV203,ASV268,-0.701252421
ASV63,ASV77,0.907057222
ASV63,ASV64,0.88747136
ASV63,ASV86,0.953095456
ASV63,ASV7,-0.624352563
ASV2,ASV378,-0.848269979
ASV2,ASV381,-0.863324273
ASV2,ASV23,0.80062794
ASV2,ASV27,0.754711113
ASV2,ASV379,0.839516367
ASV2,ASV51,0.855026074
ASV2,ASV77,0.95720019
ASV2,ASV47,0.867804597
ASV2,ASV5,0.872375673
ASV2,ASV64,0.93906199
ASV2,ASV203,0.956127117
ASV2,ASV63,0.943188995
ASV2,ASV6,0.973089784
ASV2,ASV32,0.916398325
ASV2,ASV408,-0.903798637
ASV2,ASV395,0.946594184
ASV2,ASV38,0.966440767
ASV2,ASV86,0.967780896
ASV2,ASV411,0.948738876
ASV2,ASV401,-0.902534588
ASV2,ASV3,0.635913231
ASV2,ASV4,0.942765408
ASV2,ASV400,-0.915858689
ASV2,ASV486,-0.619492761
ASV2,ASV268,-0.618469576
ASV6,ASV77,0.938563731
ASV6,ASV64,0.918609251
ASV6,ASV63,0.991119114
ASV6,ASV86,0.980693813
ASV11,ASV1619,0.780932712
ASV11,ASV378,-0.875615195
ASV11,ASV17,-0.876013419
ASV11,ASV381,-0.87930968
ASV11,ASV23,0.819654157
ASV11,ASV27,0.845026246
ASV11,ASV379,0.864184588
ASV11,ASV51,0.930046125
ASV11,ASV77,0.965837128
ASV11,ASV47,0.901381859
ASV11,ASV5,0.92104211
ASV11,ASV64,0.948704489
ASV11,ASV203,0.972965809
ASV11,ASV63,0.975764245
ASV11,ASV2,0.978051545
ASV11,ASV6,0.99451443
ASV11,ASV32,0.960768217
ASV11,ASV408,-0.921504693
ASV11,ASV395,0.97089014
ASV11,ASV38,0.962099792
ASV11,ASV86,0.97756682
ASV11,ASV111,0.974506172
ASV11,ASV15,0.979506685
ASV11,ASV411,0.959829846
ASV11,ASV401,-0.908605236
ASV11,ASV18,0.834882341
ASV11,ASV16,0.915549419
ASV11,ASV4,0.949718343
ASV11,ASV400,-0.931714575
ASV11,ASV144,-0.702868723
ASV11,ASV260,-0.711692519
ASV11,ASV13,-0.607611959
ASV11,ASV486,-0.70865101
ASV11,ASV268,-0.710338759
ASV32,ASV5219,0.723340923
ASV32,ASV378,-0.95887736
ASV32,ASV381,-0.956002267
ASV32,ASV379,0.903892073
ASV32,ASV51,0.959625647
ASV32,ASV77,0.884418898
ASV32,ASV47,0.933203443
ASV32,ASV5,0.8992456
ASV32,ASV64,0.868014076
ASV32,ASV63,0.996740661
ASV32,ASV6,0.979879077
ASV32,ASV408,-0.980088098
ASV32,ASV395,0.983863193
ASV32,ASV38,0.962195443
ASV32,ASV86,0.935245389
ASV32,ASV411,0.957704006
ASV32,ASV401,-0.950818541
ASV32,ASV7,-0.642603385
ASV32,ASV4,0.91676947
ASV32,ASV400,-0.981252811
ASV32,ASV486,-0.656603935
ASV408,ASV5219,-0.785767775
ASV408,ASV51,-0.924863455
ASV408,ASV77,-0.818664147
ASV408,ASV47,-0.94002749
ASV408,ASV5,-0.870228957
ASV408,ASV64,-0.795400664
ASV408,ASV63,-0.979279679
ASV408,ASV6,-0.956514387
ASV408,ASV86,-0.920551683
ASV408,ASV411,-0.964091371
ASV408,ASV7,0.700462659
ASV395,ASV5219,0.667791451
ASV395,ASV51,0.952961563
ASV395,ASV77,0.880510615
ASV395,ASV47,0.938123039
ASV395,ASV5,0.918552105
ASV395,ASV64,0.857261299
ASV395,ASV63,0.989411984
ASV395,ASV6,0.989614214
ASV395,ASV408,-0.979137305
ASV395,ASV86,0.978150222
ASV395,ASV411,0.993669452
ASV395,ASV401,-0.97350587
ASV395,ASV4,0.961032743
ASV395,ASV400,-0.981609634
ASV395,ASV486,-0.640948596
ASV38,ASV5219,0.612358652
ASV38,ASV381,-0.953883874
ASV38,ASV51,0.883130148
ASV38,ASV77,0.89596723
ASV38,ASV47,0.877919815
ASV38,ASV5,0.845006659
ASV38,ASV64,0.883859682
ASV38,ASV63,0.971546087
ASV38,ASV6,0.978228579
ASV38,ASV408,-0.966845684
ASV38,ASV395,0.982375015
ASV38,ASV86,0.965451114
ASV38,ASV411,0.977530841
ASV38,ASV401,-0.949472926
ASV38,ASV4,0.971051542
ASV38,ASV400,-0.966938078
ASV111,ASV1619,0.669372509
ASV111,ASV378,-0.916800336
ASV111,ASV17,-0.917037032
ASV111,ASV381,-0.916662166
ASV111,ASV23,0.702945578
ASV111,ASV27,0.739962784
ASV111,ASV379,0.794591013
ASV111,ASV51,0.895022914
ASV111,ASV77,0.927404842
ASV111,ASV47,0.84377309
ASV111,ASV5,0.839069229
ASV111,ASV64,0.925188491
ASV111,ASV203,0.947045817
ASV111,ASV63,0.969727448
ASV111,ASV2,0.951731451
ASV111,ASV6,0.97880621
ASV111,ASV32,0.966491736
ASV111,ASV408,-0.936565615
ASV111,ASV395,0.971359098
ASV111,ASV38,0.983069386
ASV111,ASV86,0.958499805
ASV111,ASV15,0.991869607
ASV111,ASV411,0.955314758
ASV111,ASV401,-0.90076779
ASV111,ASV3,0.690377087
ASV111,ASV18,0.914588647
ASV111,ASV16,0.967510143
ASV111,ASV4,0.973497591
ASV111,ASV400,-0.935815199
ASV111,ASV12,0.730941496
ASV15,ASV1619,0.668091415
ASV15,ASV378,-0.927188122
ASV15,ASV17,-0.931056985
ASV15,ASV381,-0.931307628
ASV15,ASV23,0.702081929
ASV15,ASV27,0.753642167
ASV15,ASV379,0.818392114
ASV15,ASV51,0.902915767
ASV15,ASV77,0.918302536
ASV15,ASV47,0.875446957
ASV15,ASV5,0.870292336
ASV15,ASV64,0.906263718
ASV15,ASV203,0.95673319
ASV15,ASV63,0.972177015
ASV15,ASV2,0.97112933
ASV15,ASV6,0.987249024
ASV15,ASV32,0.962178897
ASV15,ASV408,-0.948796602
ASV15,ASV395,0.985322328
ASV15,ASV38,0.993568078
ASV15,ASV86,0.982966116
ASV15,ASV411,0.981531342
ASV15,ASV401,-0.933538499
ASV15,ASV3,0.670695419
ASV15,ASV18,0.921097633
ASV15,ASV16,0.973405284
ASV15,ASV4,0.986241107
ASV15,ASV400,-0.950631224
ASV411,ASV5219,0.631085247
ASV411,ASV51,0.934801608
ASV411,ASV77,0.860598183
ASV411,ASV47,0.930442528
ASV411,ASV5,0.918480431
ASV411,ASV64,0.832333308
ASV411,ASV63,0.968839912
ASV411,ASV6,0.978830541
ASV411,ASV86,0.987800312
ASV411,ASV486,-0.624832525
ASV401,ASV5219,-0.780256692
ASV401,ASV51,-0.925057142
ASV401,ASV77,-0.788411879
ASV401,ASV47,-0.963576776
ASV401,ASV5,-0.904224027
ASV401,ASV64,-0.751454179
ASV401,ASV63,-0.95843797
ASV401,ASV6,-0.945235898
ASV401,ASV408,0.985415109
ASV401,ASV86,-0.933111749
ASV401,ASV411,-0.974662408
ASV401,ASV7,0.697114274
ASV401,ASV486,0.60939414
ASV10,ASV1459,0.655657373
ASV10,ASV2875,0.650884858
ASV10,ASV5219,0.648079658
ASV10,ASV378,-0.97712691
ASV10,ASV17,-0.981392987
ASV10,ASV381,-0.979209757
ASV10,ASV1590,-0.66669619
ASV10,ASV27,0.66294629
ASV10,ASV379,0.802645431
ASV10,ASV51,0.87506235
ASV10,ASV77,0.82681284
ASV10,ASV47,0.857404296
ASV10,ASV5,0.802761046
ASV10,ASV64,0.818573407
ASV10,ASV203,0.932251967
ASV10,ASV63,0.957890661
ASV10,ASV2,0.911307506
ASV10,ASV6,0.949187453
ASV10,ASV11,0.920259393
ASV10,ASV32,0.960261793
ASV10,ASV408,-0.974610156
ASV10,ASV395,0.972714696
ASV10,ASV38,0.986458466
ASV10,ASV86,0.931770352
ASV10,ASV111,0.969586072
ASV10,ASV15,0.97384566
ASV10,ASV411,0.963197259
ASV10,ASV401,-0.94773175
ASV10,ASV3,0.656744161
ASV10,ASV18,0.973837615
ASV10,ASV16,0.998490316
ASV10,ASV4,0.955570603
ASV10,ASV400,-0.967208985
ASV10,ASV12,0.817875251
ASV3,ASV56,-0.687917288
ASV3,ASV77,0.605898997
ASV3,ASV64,0.651378287
ASV3,ASV69,0.684269468
ASV3,ASV38,0.666106685
ASV3,ASV4,0.727505299
ASV18,ASV2875,0.601789403
ASV18,ASV279,-0.625033609
ASV18,ASV378,-0.935339882
ASV18,ASV381,-0.944494543
ASV18,ASV379,0.705736126
ASV18,ASV51,0.745346161
ASV18,ASV77,0.748731502
ASV18,ASV47,0.752548439
ASV18,ASV5,0.665410437
ASV18,ASV64,0.749693358
ASV18,ASV203,0.857223975
ASV18,ASV63,0.880007271
ASV18,ASV2,0.862104771
ASV18,ASV6,0.870948563
ASV18,ASV32,0.881016528
ASV18,ASV408,-0.9247978
ASV18,ASV395,0.901879111
ASV18,ASV38,0.951982719
ASV18,ASV86,0.856418316
ASV18,ASV411,0.898241168
ASV18,ASV401,-0.89202967
ASV18,ASV3,0.733749066
ASV18,ASV4,0.907603936
ASV18,ASV400,-0.912029904
ASV16,ASV2875,0.625883172
ASV16,ASV5219,0.623007303
ASV16,ASV378,-0.97502097
ASV16,ASV17,-0.975938287
ASV16,ASV381,-0.97567636
ASV16,ASV27,0.661656688
ASV16,ASV379,0.783102697
ASV16,ASV51,0.874595737
ASV16,ASV77,0.815099521
ASV16,ASV47,0.849245345
ASV16,ASV5,0.802048195
ASV16,ASV64,0.806487426
ASV16,ASV203,0.919712953
ASV16,ASV63,0.950003482
ASV16,ASV2,0.90400437
ASV16,ASV6,0.944382506
ASV16,ASV32,0.952898635
ASV16,ASV408,-0.966754896
ASV16,ASV395,0.971540558
ASV16,ASV38,0.982555808
ASV16,ASV86,0.935946383
ASV16,ASV411,0.96562501
ASV16,ASV401,-0.943409808
ASV16,ASV3,0.666855043
ASV16,ASV18,0.970495229
ASV16,ASV4,0.963698822
ASV16,ASV400,-0.958485877
ASV4,ASV51,0.867004139
ASV4,ASV77,0.876937593
ASV4,ASV47,0.819502466
ASV4,ASV5,0.836263402
ASV4,ASV64,0.866789975
ASV4,ASV63,0.92713686
ASV4,ASV6,0.955059863
ASV4,ASV408,-0.903807361
ASV4,ASV86,0.979373678
ASV4,ASV411,0.969582706
ASV4,ASV401,-0.897480462
ASV4,ASV400,-0.902875401
ASV400,ASV5219,-0.786746412
ASV400,ASV51,-0.93220405
ASV400,ASV77,-0.834288239
ASV400,ASV47,-0.95267085
ASV400,ASV5,-0.888436197
ASV400,ASV64,-0.808371841
ASV400,ASV63,-0.98358804
ASV400,ASV6,-0.963836789
ASV400,ASV408,0.998728483
ASV400,ASV86,-0.928313508
ASV400,ASV411,-0.967609049
ASV400,ASV401,0.988389515
ASV400,ASV7,0.702394182
ASV400,ASV486,0.603304324
ASV384,ASV44,-0.721766811
ASV384,ASV5219,-0.945312634
ASV384,ASV47,-0.60842893
ASV384,ASV7,0.975409477
ASV12,ASV378,-0.747870154
ASV12,ASV17,-0.781538943
ASV12,ASV381,-0.757993943
ASV12,ASV1590,-0.673516946
ASV12,ASV1591,-0.638978332
ASV12,ASV63,0.630269753
ASV12,ASV2,0.643723495
ASV12,ASV6,0.624679005
ASV12,ASV32,0.638643094
ASV12,ASV408,-0.704531255
ASV12,ASV395,0.669404982
ASV12,ASV38,0.769665493
ASV12,ASV86,0.62647363
ASV12,ASV15,0.726180856
ASV12,ASV411,0.672850758
ASV12,ASV401,-0.652249692
ASV12,ASV3,0.841121102
ASV12,ASV18,0.918841475
ASV12,ASV16,0.819715698
ASV12,ASV4,0.744393189
ASV12,ASV400,-0.678392058
ASV144,ASV44,-0.841884345
ASV144,ASV1619,-0.740162791
ASV144,ASV23,-0.791772053
ASV144,ASV27,-0.971107263
ASV144,ASV379,-0.770793157
ASV144,ASV51,-0.826990303
ASV144,ASV77,-0.656966549
ASV144,ASV47,-0.792185076
ASV144,ASV5,-0.883791386
ASV144,ASV64,-0.603579182
ASV144,ASV203,-0.691783414
ASV144,ASV63,-0.678628789
ASV144,ASV6,-0.684689079
ASV144,ASV32,-0.666554458
ASV144,ASV395,-0.651530701
ASV144,ASV86,-0.666094191
ASV144,ASV411,-0.635454882
ASV144,ASV401,0.618324667
ASV144,ASV400,0.609248146
ASV144,ASV260,0.997118977
ASV144,ASV486,0.994348846
ASV144,ASV268,0.992951453
ASV144,ASV382,0.643446342
ASV144,ASV865,0.640687483
ASV260,ASV44,-0.838776439
ASV260,ASV27,-0.97274389
ASV260,ASV379,-0.768591004
ASV260,ASV51,-0.83740744
ASV260,ASV77,-0.669359604
ASV260,ASV47,-0.787769002
ASV260,ASV5,-0.877664301
ASV260,ASV64,-0.621326006
ASV260,ASV63,-0.691641334
ASV260,ASV6,-0.693065661
ASV260,ASV32,-0.684317468
ASV260,ASV395,-0.658906697
ASV260,ASV86,-0.665287243
ASV260,ASV411,-0.635627597
ASV260,ASV401,0.615498527
ASV260,ASV400,0.616493703
ASV260,ASV486,0.988864309
ASV260,ASV268,0.989744511
ASV260,ASV382,0.643553815
ASV260,ASV865,0.630640563
ASV13,ASV1459,-0.647668671
ASV13,ASV2875,-0.646326228
ASV13,ASV380,-0.875588066
ASV13,ASV44,-0.828496312
ASV13,ASV5219,-0.645527206
ASV13,ASV1619,-0.944277503
ASV13,ASV23,-0.930124701
ASV13,ASV27,-0.780042584
ASV13,ASV34,-0.686912296
ASV13,ASV379,-0.821689104
ASV13,ASV51,-0.64514361
ASV13,ASV77,-0.6470807
ASV13,ASV47,-0.720220604
ASV13,ASV5,-0.719038887
ASV13,ASV64,-0.602527712
ASV13,ASV203,-0.67949005
ASV13,ASV63,-0.610195067
ASV13,ASV7,0.651777317
ASV13,ASV144,0.811316395
ASV13,ASV260,0.80706426
ASV13,ASV486,0.857042182
ASV13,ASV268,0.863907301
ASV13,ASV382,0.896630841
ASV13,ASV385,0.745161816
ASV13,ASV865,0.896042958
ASV486,ASV51,-0.80611219
ASV486,ASV77,-0.683625238
ASV486,ASV5,-0.87848898
ASV486,ASV64,-0.630242534
ASV486,ASV63,-0.674936938
ASV486,ASV6,-0.685492804
ASV486,ASV86,-0.661552839
ASV486,ASV865,0.717002173
ASV268,ASV44,-0.835869876
ASV268,ASV27,-0.96111529
ASV268,ASV379,-0.781883053
ASV268,ASV51,-0.804886295
ASV268,ASV77,-0.691173822
ASV268,ASV47,-0.782650645
ASV268,ASV5,-0.872563507
ASV268,ASV64,-0.640251848
ASV268,ASV63,-0.676730119
ASV268,ASV6,-0.685825909
ASV268,ASV32,-0.659591831
ASV268,ASV395,-0.638498772
ASV268,ASV86,-0.656410446
ASV268,ASV411,-0.618795875
ASV268,ASV401,0.602290619
ASV268,ASV400,0.6015219
ASV268,ASV486,0.999370111
ASV268,ASV382,0.729378702
ASV268,ASV865,0.726692722
ASV382,ASV77,-0.673494891
ASV382,ASV64,-0.656307944
ASV382,ASV486,0.715499088
ASV382,ASV385,0.770518639
ASV382,ASV865,0.990863864
ASV385,ASV865,0.767306965
ASV4146,ASV93,-0.702335011
ASV4146,ASV4147,0.999998469
ASV4146,ASV865,0.651200347
ASV4147,ASV93,-0.702477741
ASV4147,ASV865,0.651801477
